variant,start,len,thread,bits,spec,ours,theirs,ours_ok,theirs_ok,agree
s32,15,24,16,0x00ff00ff,0x000001fe,0x000001fe,0x000001fe,1,1,1
s32,15,24,17,0xff00ff00,0xfffffe01,0xfffffe01,0xfffffe01,1,1,1
s32,15,24,18,0x33333333,0x00006666,0x00006666,0x00006666,1,1,1
s32,15,24,19,0xcccccccc,0xffff9999,0xffff9999,0xffff9999,1,1,1
s32,15,24,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,24,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,24,22,0x40000000,0x00008000,0x00008000,0x00008000,1,1,1
s32,15,24,23,0x20000000,0x00004000,0x00004000,0x00004000,1,1,1
s32,15,24,24,0x01234567,0x00000246,0x00000246,0x00000246,1,1,1
s32,15,24,25,0x89abcdef,0xffff1357,0xffff1357,0xffff1357,1,1,1
s32,15,24,26,0xfedcba98,0xfffffdb9,0xfffffdb9,0xfffffdb9,1,1,1
s32,15,24,27,0x76543210,0x0000eca8,0x0000eca8,0x0000eca8,1,1,1
s32,15,24,28,0x3fffffff,0x00007fff,0x00007fff,0x00007fff,1,1,1
s32,15,24,29,0xc0000000,0xffff8000,0xffff8000,0xffff8000,1,1,1
s32,15,24,30,0x20202020,0x00004040,0x00004040,0x00004040,1,1,1
s32,15,24,31,0xa5a5a5a5,0xffff4b4b,0xffff4b4b,0xffff4b4b,1,1,1
s32,15,31,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,31,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,31,2,0xaaaaaaaa,0xffff5555,0xffff5555,0xffff5555,1,1,1
s32,15,31,3,0x55555555,0x0000aaaa,0x0000aaaa,0x0000aaaa,1,1,1
s32,15,31,4,0x80000000,0xffff0000,0xffff0000,0xffff0000,1,1,1
s32,15,31,5,0x7fffffff,0x0000ffff,0x0000ffff,0x0000ffff,1,1,1
s32,15,31,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,31,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,31,8,0xdeadbeef,0xffffbd5b,0xffffbd5b,0xffffbd5b,1,1,1
s32,15,31,9,0xcafebabe,0xffff95fd,0xffff95fd,0xffff95fd,1,1,1
s32,15,31,10,0x12345678,0x00002468,0x00002468,0x00002468,1,1,1
s32,15,31,11,0x87654321,0xffff0eca,0xffff0eca,0xffff0eca,1,1,1
s32,15,31,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,31,13,0xff000000,0xfffffe00,0xfffffe00,0xfffffe00,1,1,1
s32,15,31,14,0x0f0f0f0f,0x00001e1e,0x00001e1e,0x00001e1e,1,1,1
s32,15,31,15,0xf0f0f0f0,0xffffe1e1,0xffffe1e1,0xffffe1e1,1,1,1
s32,15,31,16,0x00ff00ff,0x000001fe,0x000001fe,0x000001fe,1,1,1
s32,15,31,17,0xff00ff00,0xfffffe01,0xfffffe01,0xfffffe01,1,1,1
s32,15,31,18,0x33333333,0x00006666,0x00006666,0x00006666,1,1,1
s32,15,31,19,0xcccccccc,0xffff9999,0xffff9999,0xffff9999,1,1,1
s32,15,31,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,31,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,31,22,0x40000000,0x00008000,0x00008000,0x00008000,1,1,1
s32,15,31,23,0x20000000,0x00004000,0x00004000,0x00004000,1,1,1
s32,15,31,24,0x01234567,0x00000246,0x00000246,0x00000246,1,1,1
s32,15,31,25,0x89abcdef,0xffff1357,0xffff1357,0xffff1357,1,1,1
s32,15,31,26,0xfedcba98,0xfffffdb9,0xfffffdb9,0xfffffdb9,1,1,1
s32,15,31,27,0x76543210,0x0000eca8,0x0000eca8,0x0000eca8,1,1,1
s32,15,31,28,0x3fffffff,0x00007fff,0x00007fff,0x00007fff,1,1,1
s32,15,31,29,0xc0000000,0xffff8000,0xffff8000,0xffff8000,1,1,1
s32,15,31,30,0x20202020,0x00004040,0x00004040,0x00004040,1,1,1
s32,15,31,31,0xa5a5a5a5,0xffff4b4b,0xffff4b4b,0xffff4b4b,1,1,1
s32,15,32,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,32,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,32,2,0xaaaaaaaa,0xffff5555,0xffff5555,0xffff5555,1,1,1
s32,15,32,3,0x55555555,0x0000aaaa,0x0000aaaa,0x0000aaaa,1,1,1
s32,15,32,4,0x80000000,0xffff0000,0xffff0000,0xffff0000,1,1,1
s32,15,32,5,0x7fffffff,0x0000ffff,0x0000ffff,0x0000ffff,1,1,1
s32,15,32,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,32,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,32,8,0xdeadbeef,0xffffbd5b,0xffffbd5b,0xffffbd5b,1,1,1
s32,15,32,9,0xcafebabe,0xffff95fd,0xffff95fd,0xffff95fd,1,1,1
s32,15,32,10,0x12345678,0x00002468,0x00002468,0x00002468,1,1,1
s32,15,32,11,0x87654321,0xffff0eca,0xffff0eca,0xffff0eca,1,1,1
s32,15,32,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,32,13,0xff000000,0xfffffe00,0xfffffe00,0xfffffe00,1,1,1
s32,15,32,14,0x0f0f0f0f,0x00001e1e,0x00001e1e,0x00001e1e,1,1,1
s32,15,32,15,0xf0f0f0f0,0xffffe1e1,0xffffe1e1,0xffffe1e1,1,1,1
s32,15,32,16,0x00ff00ff,0x000001fe,0x000001fe,0x000001fe,1,1,1
s32,15,32,17,0xff00ff00,0xfffffe01,0xfffffe01,0xfffffe01,1,1,1
s32,15,32,18,0x33333333,0x00006666,0x00006666,0x00006666,1,1,1
s32,15,32,19,0xcccccccc,0xffff9999,0xffff9999,0xffff9999,1,1,1
s32,15,32,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,32,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,32,22,0x40000000,0x00008000,0x00008000,0x00008000,1,1,1
s32,15,32,23,0x20000000,0x00004000,0x00004000,0x00004000,1,1,1
s32,15,32,24,0x01234567,0x00000246,0x00000246,0x00000246,1,1,1
s32,15,32,25,0x89abcdef,0xffff1357,0xffff1357,0xffff1357,1,1,1
s32,15,32,26,0xfedcba98,0xfffffdb9,0xfffffdb9,0xfffffdb9,1,1,1
s32,15,32,27,0x76543210,0x0000eca8,0x0000eca8,0x0000eca8,1,1,1
s32,15,32,28,0x3fffffff,0x00007fff,0x00007fff,0x00007fff,1,1,1
s32,15,32,29,0xc0000000,0xffff8000,0xffff8000,0xffff8000,1,1,1
s32,15,32,30,0x20202020,0x00004040,0x00004040,0x00004040,1,1,1
s32,15,32,31,0xa5a5a5a5,0xffff4b4b,0xffff4b4b,0xffff4b4b,1,1,1
s32,15,33,0,0x00000000,,0x00000000,0x00000000,,,1
s32,15,33,1,0xffffffff,,0xffffffff,0xffffffff,,,1
s32,15,33,2,0xaaaaaaaa,,0xffff5555,0xffff5555,,,1
s32,15,33,3,0x55555555,,0x0000aaaa,0x0000aaaa,,,1
s32,15,33,4,0x80000000,,0xffff0000,0xffff0000,,,1
s32,15,33,5,0x7fffffff,,0x0000ffff,0x0000ffff,,,1
s32,15,33,6,0x00000001,,0x00000000,0x00000000,,,1
s32,15,33,7,0xfffffffe,,0xffffffff,0xffffffff,,,1
s32,15,33,8,0xdeadbeef,,0xffffbd5b,0xffffbd5b,,,1
s32,15,33,9,0xcafebabe,,0xffff95fd,0xffff95fd,,,1
s32,15,33,10,0x12345678,,0x00002468,0x00002468,,,1
s32,15,33,11,0x87654321,,0xffff0eca,0xffff0eca,,,1
s32,15,33,12,0x000000ff,,0x00000000,0x00000000,,,1
s32,15,33,13,0xff000000,,0xfffffe00,0xfffffe00,,,1
s32,15,33,14,0x0f0f0f0f,,0x00001e1e,0x00001e1e,,,1
s32,15,33,15,0xf0f0f0f0,,0xffffe1e1,0xffffe1e1,,,1
s32,15,33,16,0x00ff00ff,,0x000001fe,0x000001fe,,,1
s32,15,33,17,0xff00ff00,,0xfffffe01,0xfffffe01,,,1
s32,15,33,18,0x33333333,,0x00006666,0x00006666,,,1
s32,15,33,19,0xcccccccc,,0xffff9999,0xffff9999,,,1
s32,15,33,20,0x00000100,,0x00000000,0x00000000,,,1
s32,15,33,21,0x00000400,,0x00000000,0x00000000,,,1
s32,15,33,22,0x40000000,,0x00008000,0x00008000,,,1
s32,15,33,23,0x20000000,,0x00004000,0x00004000,,,1
s32,15,33,24,0x01234567,,0x00000246,0x00000246,,,1
s32,15,33,25,0x89abcdef,,0xffff1357,0xffff1357,,,1
s32,15,33,26,0xfedcba98,,0xfffffdb9,0xfffffdb9,,,1
s32,15,33,27,0x76543210,,0x0000eca8,0x0000eca8,,,1
s32,15,33,28,0x3fffffff,,0x00007fff,0x00007fff,,,1
s32,15,33,29,0xc0000000,,0xffff8000,0xffff8000,,,1
s32,15,33,30,0x20202020,,0x00004040,0x00004040,,,1
s32,15,33,31,0xa5a5a5a5,,0xffff4b4b,0xffff4b4b,,,1
s32,16,0,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,1,0xffffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,5,0x7fffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,7,0xfffffffe,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,8,0xdeadbeef,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,14,0x0f0f0f0f,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,18,0x33333333,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,24,0x01234567,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,25,0x89abcdef,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,28,0x3fffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,0,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,3,0x55555555,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,8,0xdeadbeef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,11,0x87654321,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,14,0x0f0f0f0f,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,18,0x33333333,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,24,0x01234567,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,25,0x89abcdef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,1,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,1,31,0xa5a5a5a5,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,2,0xaaaaaaaa,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,16,2,3,0x55555555,0x00000001,0x00000001,0x00000001,1,1,1
s32,16,2,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,8,0xdeadbeef,0x00000001,0x00000001,0x00000001,1,1,1
s32,16,2,9,0xcafebabe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,16,2,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,11,0x87654321,0x00000001,0x00000001,0x00000001,1,1,1
s32,16,2,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,14,0x0f0f0f0f,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,18,0x33333333,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,24,0x01234567,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,25,0x89abcdef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,2,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,2,31,0xa5a5a5a5,0x00000001,0x00000001,0x00000001,1,1,1
s32,16,4,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,4,2,0xaaaaaaaa,0xfffffffa,0xfffffffa,0xfffffffa,1,1,1
s32,16,4,3,0x55555555,0x00000005,0x00000005,0x00000005,1,1,1
s32,16,4,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,4,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,4,8,0xdeadbeef,0xfffffffd,0xfffffffd,0xfffffffd,1,1,1
s32,16,4,9,0xcafebabe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,16,4,10,0x12345678,0x00000004,0x00000004,0x00000004,1,1,1
s32,16,4,11,0x87654321,0x00000005,0x00000005,0x00000005,1,1,1
s32,16,4,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,14,0x0f0f0f0f,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,4,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,4,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,18,0x33333333,0x00000003,0x00000003,0x00000003,1,1,1
s32,16,4,19,0xcccccccc,0xfffffffc,0xfffffffc,0xfffffffc,1,1,1
s32,16,4,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,24,0x01234567,0x00000003,0x00000003,0x00000003,1,1,1
s32,16,4,25,0x89abcdef,0xfffffffb,0xfffffffb,0xfffffffb,1,1,1
s32,16,4,26,0xfedcba98,0xfffffffc,0xfffffffc,0xfffffffc,1,1,1
s32,16,4,27,0x76543210,0x00000004,0x00000004,0x00000004,1,1,1
s32,16,4,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,4,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,4,31,0xa5a5a5a5,0x00000005,0x00000005,0x00000005,1,1,1
s32,16,7,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,7,2,0xaaaaaaaa,0x0000002a,0x0000002a,0x0000002a,1,1,1
s32,16,7,3,0x55555555,0xffffffd5,0xffffffd5,0xffffffd5,1,1,1
s32,16,7,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,7,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,7,8,0xdeadbeef,0x0000002d,0x0000002d,0x0000002d,1,1,1
s32,16,7,9,0xcafebabe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,16,7,10,0x12345678,0x00000034,0x00000034,0x00000034,1,1,1
s32,16,7,11,0x87654321,0xffffffe5,0xffffffe5,0xffffffe5,1,1,1
s32,16,7,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,14,0x0f0f0f0f,0x0000000f,0x0000000f,0x0000000f,1,1,1
s32,16,7,15,0xf0f0f0f0,0xfffffff0,0xfffffff0,0xfffffff0,1,1,1
s32,16,7,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,7,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,18,0x33333333,0x00000033,0x00000033,0x00000033,1,1,1
s32,16,7,19,0xcccccccc,0xffffffcc,0xffffffcc,0xffffffcc,1,1,1
s32,16,7,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,24,0x01234567,0x00000023,0x00000023,0x00000023,1,1,1
s32,16,7,25,0x89abcdef,0x0000002b,0x0000002b,0x0000002b,1,1,1
s32,16,7,26,0xfedcba98,0xffffffdc,0xffffffdc,0xffffffdc,1,1,1
s32,16,7,27,0x76543210,0xffffffd4,0xffffffd4,0xffffffd4,1,1,1
s32,16,7,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,7,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,7,30,0x20202020,0x00000020,0x00000020,0x00000020,1,1,1
s32,16,7,31,0xa5a5a5a5,0x00000025,0x00000025,0x00000025,1,1,1
s32,16,8,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,8,2,0xaaaaaaaa,0xffffffaa,0xffffffaa,0xffffffaa,1,1,1
s32,16,8,3,0x55555555,0x00000055,0x00000055,0x00000055,1,1,1
s32,16,8,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,8,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,8,8,0xdeadbeef,0xffffffad,0xffffffad,0xffffffad,1,1,1
s32,16,8,9,0xcafebabe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,16,8,10,0x12345678,0x00000034,0x00000034,0x00000034,1,1,1
s32,16,8,11,0x87654321,0x00000065,0x00000065,0x00000065,1,1,1
s32,16,8,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,14,0x0f0f0f0f,0x0000000f,0x0000000f,0x0000000f,1,1,1
s32,16,8,15,0xf0f0f0f0,0xfffffff0,0xfffffff0,0xfffffff0,1,1,1
s32,16,8,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,8,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,18,0x33333333,0x00000033,0x00000033,0x00000033,1,1,1
s32,16,8,19,0xcccccccc,0xffffffcc,0xffffffcc,0xffffffcc,1,1,1
s32,16,8,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,24,0x01234567,0x00000023,0x00000023,0x00000023,1,1,1
s32,16,8,25,0x89abcdef,0xffffffab,0xffffffab,0xffffffab,1,1,1
s32,16,8,26,0xfedcba98,0xffffffdc,0xffffffdc,0xffffffdc,1,1,1
s32,16,8,27,0x76543210,0x00000054,0x00000054,0x00000054,1,1,1
s32,16,8,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,8,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,8,30,0x20202020,0x00000020,0x00000020,0x00000020,1,1,1
s32,16,8,31,0xa5a5a5a5,0xffffffa5,0xffffffa5,0xffffffa5,1,1,1
s32,16,15,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,15,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,15,2,0xaaaaaaaa,0x00002aaa,0x00002aaa,0x00002aaa,1,1,1
s32,16,15,3,0x55555555,0xffffd555,0xffffd555,0xffffd555,1,1,1
s32,16,15,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,15,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,15,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,15,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,16,15,8,0xdeadbeef,0xffffdead,0xffffdead,0xffffdead,1,1,1
s32,16,15,9,0xcafebabe,0xffffcafe,0xffffcafe,0xffffcafe,1,1,1
s32,16,15,10,0x12345678,0x00001234,0x00001234,0x00001234,1,1,1
s32,16,15,11,0x87654321,0x00000765,0x00000765,0x00000765,1,1,1
s32,16,15,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,15,13,0xff000000,0xffffff00,0xffffff00,0xffffff00,1,1,1
s32,16,15,14,0x0f0f0f0f,0x00000f0f,0x00000f0f,0x00000f0f,1,1,1
s32,16,15,15,0xf0f0f0f0,0xfffff0f0,0xfffff0f0,0xfffff0f0,1,1,1
s32,16,15,16,0x00ff00ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
s32,16,15,17,0xff00ff00,0xffffff00,0xffffff00,0xffffff00,1,1,1
s32,16,15,18,0x33333333,0x00003333,0x00003333,0x00003333,1,1,1
s32,16,15,19,0xcccccccc,0xffffcccc,0xffffcccc,0xffffcccc,1,1,1
s32,16,15,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,15,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,16,15,22,0x40000000,0xffffc000,0xffffc000,0xffffc000,1,1,1
s32,16,15,23,0x20000000,0x00002000,0x00002000,0x00002000,1,1,1
s32,16,15,24,0x01234567,0x00000123,0x00000123,0x00000123,1,1,1
s32,16,15,25,0x89abcdef,0x000009ab,0x000009ab,0x000009ab,1,1,1
s32,16,15,26,0xfedcba98,0xfffffedc,0xfffffedc,0xfffffedc,1,1,1
s32,16,15,27,0x76543210,0xfffff654,0xfffff654,0xfffff654,1,1,1
s32,16,15,28,0x3fffffff,0x00003fff,0x00003fff,0x00003fff,1,1,1
s32,16,15,29,0xc0000000,0xffffc000,0xffffc000,0xffffc000,1,1,1
