variant,start,len,thread,bits,spec,ours,theirs,ours_ok,theirs_ok,agree
u32,33,31,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,1,0xffffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,5,0x7fffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,7,0xfffffffe,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,8,0xdeadbeef,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,14,0x0f0f0f0f,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,18,0x33333333,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,24,0x01234567,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,25,0x89abcdef,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,28,0x3fffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,31,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,1,0xffffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,5,0x7fffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,7,0xfffffffe,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,8,0xdeadbeef,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,14,0x0f0f0f0f,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,18,0x33333333,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,24,0x01234567,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,25,0x89abcdef,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,28,0x3fffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,32,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
u32,33,33,0,0x00000000,,0x00000000,0x00000000,,,1
u32,33,33,1,0xffffffff,,0x00000000,0x00000000,,,1
u32,33,33,2,0xaaaaaaaa,,0x00000000,0x00000000,,,1
u32,33,33,3,0x55555555,,0x00000000,0x00000000,,,1
u32,33,33,4,0x80000000,,0x00000000,0x00000000,,,1
u32,33,33,5,0x7fffffff,,0x00000000,0x00000000,,,1
u32,33,33,6,0x00000001,,0x00000000,0x00000000,,,1
u32,33,33,7,0xfffffffe,,0x00000000,0x00000000,,,1
u32,33,33,8,0xdeadbeef,,0x00000000,0x00000000,,,1
u32,33,33,9,0xcafebabe,,0x00000000,0x00000000,,,1
u32,33,33,10,0x12345678,,0x00000000,0x00000000,,,1
u32,33,33,11,0x87654321,,0x00000000,0x00000000,,,1
u32,33,33,12,0x000000ff,,0x00000000,0x00000000,,,1
u32,33,33,13,0xff000000,,0x00000000,0x00000000,,,1
u32,33,33,14,0x0f0f0f0f,,0x00000000,0x00000000,,,1
u32,33,33,15,0xf0f0f0f0,,0x00000000,0x00000000,,,1
u32,33,33,16,0x00ff00ff,,0x00000000,0x00000000,,,1
u32,33,33,17,0xff00ff00,,0x00000000,0x00000000,,,1
u32,33,33,18,0x33333333,,0x00000000,0x00000000,,,1
u32,33,33,19,0xcccccccc,,0x00000000,0x00000000,,,1
u32,33,33,20,0x00000100,,0x00000000,0x00000000,,,1
u32,33,33,21,0x00000400,,0x00000000,0x00000000,,,1
u32,33,33,22,0x40000000,,0x00000000,0x00000000,,,1
u32,33,33,23,0x20000000,,0x00000000,0x00000000,,,1
u32,33,33,24,0x01234567,,0x00000000,0x00000000,,,1
u32,33,33,25,0x89abcdef,,0x00000000,0x00000000,,,1
u32,33,33,26,0xfedcba98,,0x00000000,0x00000000,,,1
u32,33,33,27,0x76543210,,0x00000000,0x00000000,,,1
u32,33,33,28,0x3fffffff,,0x00000000,0x00000000,,,1
u32,33,33,29,0xc0000000,,0x00000000,0x00000000,,,1
u32,33,33,30,0x20202020,,0x00000000,0x00000000,,,1
u32,33,33,31,0xa5a5a5a5,,0x00000000,0x00000000,,,1
s32,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,1,0xffffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,5,0x7fffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,7,0xfffffffe,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,8,0xdeadbeef,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,14,0x0f0f0f0f,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,18,0x33333333,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,24,0x01234567,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,25,0x89abcdef,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,28,0x3fffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,0,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,3,0x55555555,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,6,0x00000001,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,7,0xfffffffe,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,8,0xdeadbeef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,11,0x87654321,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,12,0x000000ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,14,0x0f0f0f0f,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,18,0x33333333,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,24,0x01234567,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,25,0x89abcdef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,1,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,1,31,0xa5a5a5a5,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,2,0xaaaaaaaa,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,2,3,0x55555555,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,2,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,2,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,2,8,0xdeadbeef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,9,0xcafebabe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,2,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,11,0x87654321,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,2,12,0x000000ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,14,0x0f0f0f0f,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,18,0x33333333,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,24,0x01234567,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,25,0x89abcdef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,2,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,2,31,0xa5a5a5a5,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,4,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,4,2,0xaaaaaaaa,0xfffffffa,0xfffffffa,0xfffffffa,1,1,1
s32,0,4,3,0x55555555,0x00000005,0x00000005,0x00000005,1,1,1
s32,0,4,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,4,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,4,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,4,8,0xdeadbeef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,4,9,0xcafebabe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,4,10,0x12345678,0xfffffff8,0xfffffff8,0xfffffff8,1,1,1
s32,0,4,11,0x87654321,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,4,12,0x000000ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,4,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,14,0x0f0f0f0f,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,4,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,4,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,18,0x33333333,0x00000003,0x00000003,0x00000003,1,1,1
s32,0,4,19,0xcccccccc,0xfffffffc,0xfffffffc,0xfffffffc,1,1,1
s32,0,4,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,24,0x01234567,0x00000007,0x00000007,0x00000007,1,1,1
s32,0,4,25,0x89abcdef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,4,26,0xfedcba98,0xfffffff8,0xfffffff8,0xfffffff8,1,1,1
s32,0,4,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,4,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,4,31,0xa5a5a5a5,0x00000005,0x00000005,0x00000005,1,1,1
s32,0,7,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,7,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,7,2,0xaaaaaaaa,0x0000002a,0x0000002a,0x0000002a,1,1,1
s32,0,7,3,0x55555555,0xffffffd5,0xffffffd5,0xffffffd5,1,1,1
s32,0,7,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,7,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,7,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,7,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,7,8,0xdeadbeef,0xffffffef,0xffffffef,0xffffffef,1,1,1
s32,0,7,9,0xcafebabe,0x0000003e,0x0000003e,0x0000003e,1,1,1
s32,0,7,10,0x12345678,0xfffffff8,0xfffffff8,0xfffffff8,1,1,1
s32,0,7,11,0x87654321,0x00000021,0x00000021,0x00000021,1,1,1
s32,0,7,12,0x000000ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,7,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,7,14,0x0f0f0f0f,0x0000000f,0x0000000f,0x0000000f,1,1,1
s32,0,7,15,0xf0f0f0f0,0xfffffff0,0xfffffff0,0xfffffff0,1,1,1
s32,0,7,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,7,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,7,18,0x33333333,0x00000033,0x00000033,0x00000033,1,1,1
s32,0,7,19,0xcccccccc,0xffffffcc,0xffffffcc,0xffffffcc,1,1,1
s32,0,7,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,7,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,7,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,7,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,7,24,0x01234567,0xffffffe7,0xffffffe7,0xffffffe7,1,1,1
s32,0,7,25,0x89abcdef,0xffffffef,0xffffffef,0xffffffef,1,1,1
s32,0,7,26,0xfedcba98,0x00000018,0x00000018,0x00000018,1,1,1
s32,0,7,27,0x76543210,0x00000010,0x00000010,0x00000010,1,1,1
s32,0,7,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,7,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,7,30,0x20202020,0x00000020,0x00000020,0x00000020,1,1,1
s32,0,7,31,0xa5a5a5a5,0x00000025,0x00000025,0x00000025,1,1,1
s32,0,8,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,8,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,8,2,0xaaaaaaaa,0xffffffaa,0xffffffaa,0xffffffaa,1,1,1
s32,0,8,3,0x55555555,0x00000055,0x00000055,0x00000055,1,1,1
s32,0,8,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,8,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,8,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,8,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,8,8,0xdeadbeef,0xffffffef,0xffffffef,0xffffffef,1,1,1
s32,0,8,9,0xcafebabe,0xffffffbe,0xffffffbe,0xffffffbe,1,1,1
s32,0,8,10,0x12345678,0x00000078,0x00000078,0x00000078,1,1,1
s32,0,8,11,0x87654321,0x00000021,0x00000021,0x00000021,1,1,1
s32,0,8,12,0x000000ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,8,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,8,14,0x0f0f0f0f,0x0000000f,0x0000000f,0x0000000f,1,1,1
s32,0,8,15,0xf0f0f0f0,0xfffffff0,0xfffffff0,0xfffffff0,1,1,1
s32,0,8,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,8,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,8,18,0x33333333,0x00000033,0x00000033,0x00000033,1,1,1
s32,0,8,19,0xcccccccc,0xffffffcc,0xffffffcc,0xffffffcc,1,1,1
s32,0,8,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,8,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,8,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,8,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,8,24,0x01234567,0x00000067,0x00000067,0x00000067,1,1,1
s32,0,8,25,0x89abcdef,0xffffffef,0xffffffef,0xffffffef,1,1,1
s32,0,8,26,0xfedcba98,0xffffff98,0xffffff98,0xffffff98,1,1,1
s32,0,8,27,0x76543210,0x00000010,0x00000010,0x00000010,1,1,1
s32,0,8,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,8,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,8,30,0x20202020,0x00000020,0x00000020,0x00000020,1,1,1
s32,0,8,31,0xa5a5a5a5,0xffffffa5,0xffffffa5,0xffffffa5,1,1,1
s32,0,15,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,15,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,15,2,0xaaaaaaaa,0x00002aaa,0x00002aaa,0x00002aaa,1,1,1
s32,0,15,3,0x55555555,0xffffd555,0xffffd555,0xffffd555,1,1,1
s32,0,15,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,15,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,15,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,15,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,15,8,0xdeadbeef,0x00003eef,0x00003eef,0x00003eef,1,1,1
s32,0,15,9,0xcafebabe,0x00003abe,0x00003abe,0x00003abe,1,1,1
s32,0,15,10,0x12345678,0xffffd678,0xffffd678,0xffffd678,1,1,1
s32,0,15,11,0x87654321,0xffffc321,0xffffc321,0xffffc321,1,1,1
s32,0,15,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
s32,0,15,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,15,14,0x0f0f0f0f,0x00000f0f,0x00000f0f,0x00000f0f,1,1,1
s32,0,15,15,0xf0f0f0f0,0xfffff0f0,0xfffff0f0,0xfffff0f0,1,1,1
s32,0,15,16,0x00ff00ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
s32,0,15,17,0xff00ff00,0xffffff00,0xffffff00,0xffffff00,1,1,1
s32,0,15,18,0x33333333,0x00003333,0x00003333,0x00003333,1,1,1
s32,0,15,19,0xcccccccc,0xffffcccc,0xffffcccc,0xffffcccc,1,1,1
s32,0,15,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
s32,0,15,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
s32,0,15,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,15,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,15,24,0x01234567,0xffffc567,0xffffc567,0xffffc567,1,1,1
s32,0,15,25,0x89abcdef,0xffffcdef,0xffffcdef,0xffffcdef,1,1,1
s32,0,15,26,0xfedcba98,0x00003a98,0x00003a98,0x00003a98,1,1,1
s32,0,15,27,0x76543210,0x00003210,0x00003210,0x00003210,1,1,1
s32,0,15,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,15,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,15,30,0x20202020,0x00002020,0x00002020,0x00002020,1,1,1
s32,0,15,31,0xa5a5a5a5,0x000025a5,0x000025a5,0x000025a5,1,1,1
s32,0,16,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,16,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,16,2,0xaaaaaaaa,0xffffaaaa,0xffffaaaa,0xffffaaaa,1,1,1
s32,0,16,3,0x55555555,0x00005555,0x00005555,0x00005555,1,1,1
s32,0,16,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,16,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,16,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,16,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,16,8,0xdeadbeef,0xffffbeef,0xffffbeef,0xffffbeef,1,1,1
s32,0,16,9,0xcafebabe,0xffffbabe,0xffffbabe,0xffffbabe,1,1,1
s32,0,16,10,0x12345678,0x00005678,0x00005678,0x00005678,1,1,1
s32,0,16,11,0x87654321,0x00004321,0x00004321,0x00004321,1,1,1
s32,0,16,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
s32,0,16,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,16,14,0x0f0f0f0f,0x00000f0f,0x00000f0f,0x00000f0f,1,1,1
s32,0,16,15,0xf0f0f0f0,0xfffff0f0,0xfffff0f0,0xfffff0f0,1,1,1
s32,0,16,16,0x00ff00ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
s32,0,16,17,0xff00ff00,0xffffff00,0xffffff00,0xffffff00,1,1,1
s32,0,16,18,0x33333333,0x00003333,0x00003333,0x00003333,1,1,1
s32,0,16,19,0xcccccccc,0xffffcccc,0xffffcccc,0xffffcccc,1,1,1
